(-1 ; -1),(-1 ; 1),(1 ; -1),(1 ; 1),"(-1,41 ; 0)","(1,41 ; 0)","(0 ; -1,41)","(0 ; 1,41)",(0 ; 0),(0 ; 0),(0 ; 0)
"0,04866666667","0,06233333333","0,074","0,084","0,06233333333","0,06233333333","0,1206666667","0,07733333333","0,118","0,065","0,07566666667"
"0,019","0,04566666667","0,085","0,099","0,054","0,054","0,06","0,119","0,08","0,1006666667","0,04766666667"
"0,02666666667","0,019","0,233","0,06166666667","0,04033333333","0,04033333333","0,11","0,1076666667","0,1183333333","0,05466666667","0,051"
"0,075","0,04833333333","0,137","0,07866666667","0,014","0,014","0,054","0,1316666667","0,09133333333","0,09933333333","0,043"
"0,02133333333","0,04533333333","0,2273333333","0,1143333333","0,026","0,026","0,098","0,1636666667","0,06433333333","0,057","0,08066666667"
"0,035","0,04666666667","0,08733333333","0,069","0,02966666667","0,02966666667","0,091","0,098","0,06233333333","0,1236666667","0,06633333333"
"0,052","0,051","0,1076666667","0,07733333333","0,016","0,016","0,06266666667","0,167","0,07133333333","0,08033333333","0,06533333333"
"0,02566666667","0,05133333333","0,089","0,09033333333","0,01733333333","0,01733333333","0,04","0,2433333333","0,076","0,075","0,07966666667"
"0,06166666667","0,035","0,195","0,1063333333","0,05133333333","0,05133333333","0,07433333333","0,1133333333","0,06366666667","0,09133333333","0,04833333333"
