,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,1 --> (-1 ; -1),2 --> (-1 ; 1),3 --> (1 ; -1),4 --> (1 ; 1),"5 --> (-1,41 ; 0)","6 --> (1,41 ; 0)","7 --> (0 ; -1,41)","8 --> (0 ; 1,41)",9(C) --> (0 ; 0),10(C) --> (0 ; 0),11(C) --> (0 ; 0)
,,,"0,04055555556","0,04496296296","0,1372592593","0,08674074074","0,03455555556","0,1745185185","0,07896296296","0,1356666667","0,08281481481","0,083","0,08344444444"
